Tanggal,Toko,penjualanDebit,penjualanKredit,uangMasukDebit,uangMasukKredit,[CREDIT] UNMAPPED_1000.02.05,[CREDIT] UNMAPPED_2002.08,[CREDIT] UNMAPPED_4000.100,[CREDIT] UNMAPPED_6000.01.13,[CREDIT] admin_bank,[CREDIT] admin_merchant,[CREDIT] balancing_misc,[CREDIT] balancing_rounding,[CREDIT] discount,[CREDIT] payment_cash,[CREDIT] payment_credit_bca,[CREDIT] payment_gobiz,[CREDIT] payment_transfer,[CREDIT] sales_bar,[CREDIT] sales_beans,[CREDIT] sales_bundling,[CREDIT] sales_inventory,[CREDIT] sales_konsinyasi,[CREDIT] service_charge,[CREDIT] tax,[DEBIT] UNMAPPED_1000.02.03,[DEBIT] UNMAPPED_1000.02.05,[DEBIT] UNMAPPED_1102.01,[DEBIT] UNMAPPED_1109.02.01,[DEBIT] UNMAPPED_4000.91,[DEBIT] admin_bank,[DEBIT] admin_merchant,[DEBIT] balancing_misc,[DEBIT] balancing_rounding,[DEBIT] discount,[DEBIT] payment_academy_100_vouc,[DEBIT] payment_academy_50_vouch,[DEBIT] payment_cash,[DEBIT] payment_cl_upperwest,[DEBIT] payment_credit_bca,[DEBIT] payment_go_dine_in_vou,[DEBIT] payment_gobiz,[DEBIT] payment_ovo,[DEBIT] payment_strada_gift_vou,[DEBIT] payment_strada_reward,[DEBIT] payment_transfer,[DEBIT] payment_voucher_ckt_50_0,[DEBIT] payment_voucher_florist,[DEBIT] payment_voucher_harris_p,[DEBIT] payment_voucher_justyoga,[DEBIT] payment_voucher_padel_sp,[DEBIT] payment_voucher_timezone,[DEBIT] payment_voucher_workshop,[DEBIT] payment_workshop_sms_voucher,[DEBIT] sales_bar,[DEBIT] sales_beans
2025-12-05,MKG,1827045,1827045,1017555,1017555,0,0,0,0,0,0,0,0,0,0,1017555,0,0,1635000,0,0,0,0,61950,130095,0,0,0,0,0,9786.81,0,0,0,0,0,0,0,0,1827045,0,0,0,0,0,1007768.19,0,0,0,0,0,0,0,0,0,0
2025-12-05,LA.PIAZZA,24781003,24781003,17280855,17280855,0,0,0,0,0,0,0,0,0,0,17280855,0,0,12451000,910000,7917500,0,348000,995775,2158728,0,0,0,0,0,137838.78,0,0,0,105900,0,0,0,0,24675103,0,0,0,0,0,17143016.22,0,0,0,0,0,0,0,0,0,0
2025-12-04,SMS,771575,771575,823835,823835,0,0,0,0,0,0,0,0,0,0,823835,0,0,746000,0,0,0,0,8250,17325,0,811326.32,0,0,0,12508.68,0,0,0,0,0,0,0,0,771575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-04,MKG,1017555,1017555,977995,977995,0,0,0,0,0,0,0,0,0,0,977995,0,0,881000,0,0,0,0,44050,92505,0,0,0,0,0,7370.98,0,0,0,0,0,0,0,0,1017555,0,0,0,0,0,970624.02,0,0,0,0,0,0,0,0,0,0
2025-12-04,LA.PIAZZA,17365305,17365305,12216785,12216785,0,0,0,0,0,0,0,0,0,0,12216785,0,0,8486000,120000,6319000,0,126000,746550,1567755,0,0,0,0,0,120763.57,36960,0,0,84450,0,0,0,0,17280855,0,0,0,0,0,12059061.43,0,0,0,0,0,0,0,0,0,0
2025-12-03,SMS,305240,305240,316300,316300,0,0,0,0,0,0,0,0,0,0,316300,0,0,273000,0,0,0,0,10400,21840,0,314085.91,0,0,0,2214.09,0,0,0,0,0,0,0,0,305240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-03,MKG,977995,977995,654765,654765,0,0,0,0,0,0,0,0,0,0,654765,0,0,865000,0,0,0,0,36450,76545,0,0,0,0,0,6626.64,0,0,0,0,0,0,0,0,977995,0,0,0,0,0,648138.36,0,0,0,0,0,0,0,0,0,0
2025-12-03,LA.PIAZZA,12564785,12564785,13556290,13556290,0,0,0,0,0,0,0,0,0,0,13556290,0,0,5944000,267500,4554000,0,157000,524350,1117935,0,0,0,0,0,109020.52,117980,0,0,348000,0,0,0,0,12216785,0,0,0,0,0,13329289.48,0,0,0,0,0,0,0,0,0,0
2025-12-02,SMS,834895,834895,241380,241380,0,0,0,0,0,0,0,0,0,0,180180,61200,0,740500,0,0,0,0,30450,63945,0,226878.75,0,0,0,1261.25,13240,0,0,0,0,0,0,0,834895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-02,MKG,654765,654765,683760,683760,0,0,0,0,0,0,0,0,0,0,683760,0,0,583000,0,0,0,0,23150,48615,0,0,0,0,0,5623,0,0,0,0,0,0,0,0,654765,0,0,0,0,0,678137,0,0,0,0,0,0,0,0,0,0
2025-12-02,LA.PIAZZA,13597690,13597689.999999998,11521560,11521560,0,0,0,0,0,0,0.01,0,0,0,11474260,47300,0,7761000,378000,3418909.09,145500,188000,540445.45,1165835.45,0,0,0,0,0,135467.28,34460,0,0,41400,0,0,0,0,13556290,0,0,0,0,0,11351632.72,0,0,0,0,0,0,0,0,0,0
2025-12-01,SMS,241380,241380,1058360,1058360,0,0,0,0,0,0,0,0,0,0,932360,126000,0,217200,0,0,0,0,7800,16380,0,1025734.04,0,0,0,6425.96,26200,0,0,0,0,0,0,0,180180,0,61200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-01,MKG,683760,683760,2045780,2045780,0,0,0,0,0,0,0,0,0,0,2045780,0,0,592000,0,0,0,0,29600,62160,0,0,0,0,0,15929.45,0,0,0,0,0,0,0,0,683760,0,0,0,0,0,2029850.55,0,0,0,0,0,0,0,0,0,0
2025-12-01,LA.PIAZZA,11672285,11672285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6397000,0,3583303.03,0,133000,497865.15,1061116.82,0,0,0,0,0,0,0,0,0,66900,0,0,0,0,11474260,0,47300,0,0,83825,0,0,0,0,0,0,0,0,0,0,0
2025-11-30,SMS,1058360,1058360,1203220,1203220,0,0,0,0,0,0,0,0,0,0,1203220,0,0,948000,0,0,0,0,35600,74760,0,1195020.48,0,0,0,8199.52,0,0,0,0,0,0,0,0,932360,0,126000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-30,MKG,2045780,2045780,2192820,2192820,0,0,0,0,0,0,0,0,0,48510,2144310,0,0,1786000,0,0,0,0,83800,175980,0,0,0,0,0,15426.04,0,0,0,0,0,0,0,0,2045780,0,0,0,0,0,2177393.96,0,0,0,0,0,0,0,0,0,0
2025-11-30,LA.PIAZZA,24438753,24438753,31984035,31984035,0,0,0,0,0,0,0,0.5,0,0,31844335,139700,0,13075000,622000,7264803.03,0,287000,1024790.15,2165159.32,0,0,0,0,0,325167.93,33220,0,0,85800,0,0,0,0,23935478,0,144100,0,0,51975,31847047.07,0,0,0,0,0,0,0,0,0,0
2025-11-29,SMS,1203220,1203220,1066340,1066340,0,0,0,0,0,0,0,0,0,0,1066340,0,0,1060000,0,0,0,0,46200,97020,0,1059333.01,0,0,0,7006.99,0,0,0,0,0,0,0,0,1203220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-29,MKG,2192820,2192820,1063755,1063755,0,0,0,0,0,0,0,0,0,0,1063755,0,0,1938000,0,0,0,0,82200,172620,0,0,0,0,0,8251.61,0,0,0,0,0,0,0,0,2192820,0,0,0,0,0,1055503.39,0,0,0,0,0,0,0,0,0,0
2025-11-29,LA.PIAZZA,32217365,32217365,18648230,18648230,0,0,0,0,0,0,0,0,0,0,18523230,125000,0,17579000,832000,8917000,0,685000,1351150,2853215,0,0,0,0,0,185382.26,39127,0,0,129000,0,0,0,0,31844335,0,139700,0,0,104330,18423720.74,0,0,0,0,0,0,0,0,0,0
2025-11-28,SMS,1066340,1066340,238850,238850,0,0,0,0,0,0,0,0,0,0,238850,0,0,938000,0,0,0,0,41400,86940,0,237178.06,0,0,0,1671.94,0,0,0,0,0,0,0,0,1066340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-28,MKG,1063755,1063755,471240,471240,0,0,0,0,0,0,0,0,0,0,471240,0,0,921000,0,0,0,0,46050,96705,0,0,0,0,0,5390.35,0,0,0,0,0,0,0,0,1063755,0,0,0,0,0,465849.65,0,0,0,0,0,0,0,0,0,0
2025-11-28,LA.PIAZZA,18839080,18839080,11911020,11911020,0,0,0,0,0,0,0,0,0,0,11911020,0,0,10126000,0,5952000,0,253000,806800,1701280,0,0,0,0,0,116905.62,22220,0,0,70050,0,50000,0,0,18648230,0,0,0,0,70800,11771894.38,0,0,0,0,0,0,0,0,0,0
2025-11-27,SMS,238850,238850,261030,261030,0,0,0,0,0,0,0,0,0,0,261030,0,0,228000,0,0,0,0,3500,7350,0,259202.79,0,0,0,1827.21,0,0,0,0,0,0,0,0,238850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-27,MKG,471240,471240,986040,986040,0,0,0,0,0,0,0,0,0,0,986040,0,0,408000,0,0,0,0,20400,42840,0,0,0,0,0,9078.47,0,0,0,0,0,0,0,0,471240,0,0,0,0,0,976961.53,0,0,0,0,0,0,0,0,0,0
2025-11-27,LA.PIAZZA,12000420,12000420,14933145,14933145,0,0,0,0,0,0,0,0,0,0,14933145,0,0,6162000,510000,3715000,0,93000,487200,1033220,0,0,0,0,0,147669.28,49500,0,0,89400,0,0,0,0,11911020,0,0,0,0,0,14735975.72,0,0,0,0,0,0,0,0,0,0
2025-11-26,SMS,261030,261030,652915,652915,0,0,0,0,0,0,0,0,0,430000,222915,0,0,226000,0,0,0,0,11300,23730,430000,221354.6,0,0,0,1560.4,0,0,0,0,0,0,0,0,261030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-26,MKG,986040,986040,712635,712635,0,0,0,0,0,0,0,0,0,0,712635,0,0,898000,0,0,0,0,28400,59640,0,0,0,0,0,5339.08,0,0,0,0,0,0,0,0,986040,0,0,0,0,0,707295.92,0,0,0,0,0,0,0,0,0,0
2025-11-26,LA.PIAZZA,15662330,15662330,14213805,14213805,0,0,0,0,0,0,0,0,0,0,14213805,0,0,6794000,1193000,5563000,0,201000,616650,1294680,0,0,0,0,0,128777.73,51040,0,0,227700,327535,0,0,0,14933145,0,0,0,0,123950,14033987.27,0,0,0,0,50000,0,0,0,0,0
2025-11-25,SMS,652915,652915,252460,252460,0,0,0,0,0,0,0,0,0,0,252460,0,0,623000,0,0,0,0,9650,20265,0,249392.78,0,0,0,3067.22,0,0,0,0,0,0,430000,0,222915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-25,MKG,712635,712635,846105,846105,0,0,0,0,0,0,0,0,0,0,846105,0,0,617000,0,0,0,0,30850,64785,0,0,0,0,0,6760.19,0,0,0,0,0,0,0,0,712635,0,0,0,0,0,839344.81,0,0,0,0,0,0,0,0,0,0
2025-11-25,LA.PIAZZA,14614705,14614705,11740075,11740075,0,0,0,0,0,0,0,0,0,0,11671875,68200,0,7527000,330000,4773303,0,88000,607815.15,1288586.85,0,0,0,0,0,114288.35,25007,0,0,82350,200000,0,0,0,14213805,100000,0,0,0,18550,11600779.65,0,0,0,0,0,0,0,0,0,0
2025-11-24,SMS,252460,252460,757680,757680,0,0,0,0,0,0,0,0,0,0,757680,0,0,232000,0,0,0,0,6600,13860,0,751594.32,0,0,0,6085.68,0,0,0,0,0,0,0,0,252460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-24,MKG,846105,846105,1727550,1727550,0,0,0,0,0,0,0,0,0,0,1727550,0,0,770000,0,0,0,0,24550,51555,0,0,0,0,0,17903.78,0,0,0,0,0,0,0,0,846105,0,0,0,0,0,1709646.22,0,0,0,0,0,0,0,0,0,0
2025-11-24,LA.PIAZZA,12300530,12300530,25373015,25373015,0,0,0,0,0,0,0,0,0,0,25107915,265100,0,5934000,776000,4021000,0,93000,474300,1002230,0,0,0,0,0,245370,52200,0,0,80700,147840,0,0,0,11671875,100000,68200,0,0,231915,25075445,0,0,0,0,0,0,0,0,0,0
2025-11-23,SMS,846480,846480,1135640,1135640,0,0,0,0,0,0,0,0,0,0,1135640,0,0,744800,0,0,0,0,32800,68880,0,1127912.87,0,0,0,7727.13,0,0,0,0,0,0,0,0,757680,0,88800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-23,MKG,1727550,1727550,2011335,2011335,0,0,0,0,0,0,0,0,0,0,2011335,0,0,1540000,0,0,0,0,60500,127050,0,0,0,0,0,17315.17,0,0,0,0,0,0,0,0,1727550,0,0,0,0,0,1994019.83,0,0,0,0,0,0,0,0,0,0
2025-11-23,LA.PIAZZA,25695765,25695765,36798485,36798485,0,0,0,0,0,0,0,0,0,0,36439885,358600,0,13858000,874000,7035000,0,664000,1065800,2198965,0,0,0,0,0,310931.83,74020,0,0,222750,100000,0,0,0,25107915,0,265100,0,0,0,36413533.17,0,0,0,0,0,0,0,0,0,0
2025-11-22,SMS,1135640,1135640,405405,405405,0,0,0,0,0,0,0,0,0,0,405405,0,0,998000,0,0,0,0,44400,93240,0,402567.18,0,0,0,2837.82,0,0,0,0,0,0,0,0,1135640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-22,MKG,2011335,2011335,1637765,1637765,0,0,0,0,0,0,0,0,0,0,1637765,0,0,1770000,0,0,0,0,77850,163485,0,0,0,0,0,16650.41,0,0,0,0,0,0,0,0,2011335,0,0,0,0,0,1621114.59,0,0,0,0,0,0,0,0,0,0
2025-11-22,LA.PIAZZA,37112085,37112085,16142215,16142215,0,0,0,0,0,0,0,0,0,0,16012415,129800,0,18346000,1068000,12440000,0,438000,1543350,3276735,0,0,0,0,0,135565.53,24600,0,0,100050,100000,0,0,0,36439885,0,358600,0,0,113550,15982049.47,0,0,0,0,0,0,0,0,0,0
2025-11-21,SMS,405405,405405,719205,719205,0,0,0,0,0,0,0,0,0,0,719205,0,0,351000,0,0,0,0,17550,36855,0,714837.58,0,0,0,4367.42,0,0,0,0,0,0,0,0,405405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-21,MKG,1637765,1637765,755370,755370,0,0,0,0,0,0,0,0,0,0,755370,0,0,1473000,0,0,0,0,53150,111615,0,0,0,0,0,5530.13,0,0,0,0,0,0,0,0,1637765,0,0,0,0,0,749839.87,0,0,0,0,0,0,0,0,0,0
2025-11-21,LA.PIAZZA,16283215,16283215,17320060,17320060,0,0,0,0,0,0,0,0,0,364980,16783480,171600,0,8507000,1346000,4262000,0,188000,641950,1338265,0,0,0,0,0,139119.89,47600,0,0,141000,0,0,0,0,16012415,0,129800,0,0,0,17133340.11,0,0,0,0,0,0,0,0,0,0
2025-11-20,SMS,719205,719205,329175,329175,0,0,0,0,0,0,0,0,0,0,329175,0,0,671000,0,0,0,0,15550,32655,0,325480.59,0,0,0,3694.41,0,0,0,0,0,0,0,0,719205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-20,MKG,755370,755370,981750,981750,0,0,0,0,0,0,0,0,0,0,981750,0,0,654000,0,0,0,0,32700,68670,0,0,0,0,0,6704.84,0,0,0,0,0,0,0,0,755370,0,0,0,0,0,975045.16,0,0,0,0,0,0,0,0,0,0
2025-11-20,LA.PIAZZA,17683660,17683660,14646115,14646115,0,0,0,0,0,0,0,0,0,0,14450315,195800,0,8777000,0,6018303.03,110000,516000,759265.15,1503091.82,0,0,0,0,0,129619.77,44420,0,0,363600,0,0,364980,0,16783480,0,171600,0,0,0,14472075.23,0,0,0,0,0,0,0,0,0,0
2025-11-19,SMS,329175,329175,453915,453915,0,0,0,0,0,0,0,0,0,0,453915,0,0,285000,0,0,0,0,14250,29925,0,450737.6,0,0,0,3177.4,0,0,0,0,0,0,0,0,329175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-19,MKG,981750,981750,519460,519460,0,0,0,0,0,0,0,0,0,0,519460,0,0,850000,0,0,0,0,42500,89250,0,0,0,0,0,4370.01,0,0,0,0,0,0,0,0,981750,0,0,0,0,0,515089.99,0,0,0,0,0,0,0,0,0,0
2025-11-19,LA.PIAZZA,14887555,14887555,10965270,10965270,0,0,0,0,0,0,0,0,0,0,10965270,0,0,8182000,450000,4049000,0,279000,615050,1312505,0,0,0,0,0,99437.74,0,0,0,105150,0,0,0,0,14450315,0,195800,0,0,136290,10865832.26,0,0,0,0,0,0,0,0,0,0
2025-11-18,SMS,453915,453915,284130,284130,0,0,0,0,0,0,0,0,0,0,284130,0,0,393000,0,0,0,0,19650,41265,0,281390.34,0,0,0,2739.66,0,0,0,0,0,0,0,0,453915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-18,MKG,519460,519460,158235,158235,0,0,0,0,0,0,0,0,0,0,158235,0,0,468000,0,0,0,0,16600,34860,0,0,0,0,0,853.54,0,0,0,0,0,0,0,0,519460,0,0,0,0,0,157381.46,0,0,0,0,0,0,0,0,0,0
2025-11-18,LA.PIAZZA,10996770,10996770.000000002,10548780,10548780,0,0,0,0,0,0,0,0,0,0,10548780,0,0,5767000,136000,3204606.06,0,433000,469730.3,986433.64,0,0,0,0,0,91575.39,65000,0,0,31500,0,0,0,0,10965270,0,0,0,0,0,10392204.61,0,0,0,0,0,0,0,0,0,0
2025-11-17,SMS,284130,284130,912205,912205,0,0,0,0,0,0,0,0,0,0,912205,0,0,246000,0,0,0,0,12300,25830,0,903324.62,0,0,0,8880.38,0,0,0,0,0,0,0,0,284130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-17,MKG,158235,158235,1689280,1689280,0,0,0,0,0,0,0,0,0,0,1689280,0,0,137000,0,0,0,0,6850,14385,0,0,0,0,0,16022.55,0,0,0,0,0,0,0,0,158235,0,0,0,0,0,1673257.45,0,0,0,0,0,0,0,0,0,0
2025-11-17,LA.PIAZZA,10744255,10744255,27697055,27697055,0,0,0,0,0,0,0,0,0,339570,27122485,235000,0,5641000,325000,3287000,0,93000,451050,947205,0,0,0,0,0,289711.92,80907,0,0,63150,0,0,0,0,10548780,0,0,0,0,132325,27326436.08,0,0,0,0,0,0,0,0,0,0
2025-11-16,SMS,923305,923305,901655,901655,0,0,0,0,0,0,0,0,0,0,901655,0,0,841000,0,0,0,0,26550,55755,0,895603.88,0,0,0,6051.12,0,0,0,11100,0,0,0,0,912205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-16,MKG,1689280,1689280,2496585,2496585,0,0,0,0,0,0,0,0,0,0,2496585,0,0,1476000,0,0,0,0,68800,144480,0,0,0,0,0,16960.75,0,0,0,0,0,0,0,0,1689280,0,0,0,0,0,2479624.25,0,0,0,0,0,0,0,0,0,0
2025-11-16,LA.PIAZZA,27823905,27823905,29082170,29082170,0,0,0,0,0,0,0,0,0,0,28957170,125000,0,15261000,711000,7337303.03,110000,807000,1155065.15,2442536.82,0,0,0,0,0,298705.55,39887,0,0,56550,0,50000,339570,0,27122485,0,235000,0,0,20300,28743577.45,0,0,0,0,0,0,0,0,0,0
2025-11-15,SMS,901655,901655,45045,45045,0,0,0,0,0,0,0,0,0,0,45045,0,0,824000,0,0,0,0,25050,52605,0,44729.69,0,0,0,315.31,0,0,0,0,0,0,0,0,901655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-15,MKG,2496585,2496585,434280,434280,0,0,0,0,0,0,0,0,0,0,434280,0,0,2201000,0,0,0,0,95350,200235,0,0,0,0,0,3520.23,0,0,0,0,0,0,0,0,2496585,0,0,0,0,0,430759.77,0,0,0,0,0,0,0,0,0,0
2025-11-15,LA.PIAZZA,29710525,29710525,19626080,19626080,0,0,0,0,0,0,0,0,0,0,18969380,656700,0,16788000,494000,8131000,0,412000,1256400,2629125,0,0,0,0,0,164509.34,161900,0,0,261000,0,0,0,0,28957170,0,125000,0,0,367355,19299670.66,0,0,0,0,0,0,0,0,0,0
2025-11-14,SMS,45045,45045,436500,436500,0,0,0,0,0,0,0,0,0,0,475500,0,0,0,0,0,0,0,1950,4095,0,433558.86,0,0,0,2941.14,0,0,0,0,0,0,0,0,45045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-14,MKG,470085,470085,2623505,2623505,0,0,0,0,0,0,0,0,0,0,2623505,0,0,407000,0,0,0,0,20350,42735,0,0,0,0,0,18492.73,0,0,0,0,0,0,0,0,470085,0,0,0,0,0,2605012.27,0,0,0,0,0,0,0,0,0,0
2025-11-14,LA.PIAZZA,19926030,19926030,9838170,9838170,0,0,0,0,0,0,0,0,0,0,9838170,0,0,9926000,416000,6848303.03,0,176000,800815.15,1758911.82,0,0,0,0,0,97382.23,6820,0,0,262200,0,0,0,0,18969380,0,656700,0,0,37750,9733967.77,0,0,0,0,0,0,0,0,0,0
2025-11-13,SMS,436500,436500,263340,263340,0,0,0,0,0,0,0,0,0,0,263340,0,0,390000,0,0,0,0,15000,31500,0,261750.73,0,0,0,1589.27,0,0,0,0,0,0,0,0,436500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-13,MKG,2623505,2623505,680295,680295,0,0,0,0,0,0,0,0,0,109725,570570,0,0,2566000,0,0,0,0,18550,38955,0,0,0,0,0,5000.29,0,0,0,0,0,0,0,0,2623505,0,0,0,0,0,675294.71,0,0,0,0,0,0,0,0,0,0
2025-11-13,LA.PIAZZA,10015470,10015470,10618480,10618480,0,0,0,0,0,0,0,0,0,0,10618480,0,0,5708000,245000,2724303.03,0,33000,421715.15,883451.82,0,0,0,0,0,110565.68,6820,0,0,79500,0,0,0,0,9838170,0,0,0,0,97800,10501094.32,0,0,0,0,0,0,0,0,0,0
2025-11-12,SMS,263340,263340,326380,326380,0,0,0,0,0,0,0,0,0,0,326380,0,0,228000,0,0,0,0,11400,23940,0,324095.34,0,0,0,2284.66,0,0,0,0,0,0,0,0,263340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-12,MKG,680295,680295,817925,817925,0,0,0,0,0,0,0,0,0,0,817925,0,0,589000,0,0,0,0,29450,61845,0,0,0,0,0,5993.9,0,0,0,0,0,0,109725,0,570570,0,0,0,0,0,811931.1,0,0,0,0,0,0,0,0,0,0
2025-11-12,LA.PIAZZA,10900580,10900580,12038665,12038665,0,0,0,0,0,0,0,0,0,0,12038665,0,0,5649000,418000,3395303.03,0,33000,452315.15,952961.82,0,0,0,0,0,126599.06,31820,0,0,104250,0,0,0,0,10618480,0,0,0,0,177850,11880245.94,0,0,0,0,0,0,0,0,0,0
2025-11-11,SMS,326380,326380,318780,318780,0,0,0,0,0,0,0,0,0,0,318780,0,0,296000,0,0,0,0,9800,20580,0,316548.55,0,0,0,2231.45,0,0,0,0,0,0,0,0,326380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-11,MKG,817925,817925,966735,966735,0,0,0,0,0,0,0,0,0,0,966735,0,0,735000,0,0,0,0,26750,56175,0,0,0,0,0,8334.07,0,0,0,0,0,0,0,0,817925,0,0,0,0,0,958400.93,0,0,0,0,0,0,0,0,0,0
2025-11-11,LA.PIAZZA,12080665,12080665,10989255,10989255,0,0,0,0,0,0,0,0,0,0,10789255,200000,0,6261000,1465000,2882303.03,0,66000,452665.15,953696.82,0,0,0,0,0,108908.66,49024,0,0,42000,0,0,0,0,12038665,0,0,0,0,0,10831322.34,0,0,0,0,0,0,0,0,0,0
2025-11-10,SMS,318780,318780,1762005,1762005,0,0,0,0,0,0,0,0,0,0,1762005,0,0,276000,0,0,0,0,13800,28980,0,1746897.67,0,0,0,15107.33,0,0,0,0,0,0,0,0,318780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-10,MKG,966735,966735,2366700,2366700,0,0,0,0,0,0,0,0,0,0,2366700,0,0,837000,0,0,0,0,41850,87885,0,0,0,0,0,17808.62,0,0,0,0,0,0,0,0,966735,0,0,0,0,0,2348891.38,0,0,0,0,0,0,0,0,0,0
2025-11-10,LA.PIAZZA,11069205,11069205.000000002,29748890,29748890,0,0,0,0,0,0,0,0,0,0,29748890,0,0,5987000,550000,2764606.06,0,363000,453080.3,951518.64,0,0,0,0,0,273899.24,7700,0,0,79950,0,0,0,0,10789255,0,200000,0,0,0,29467290.76,0,0,0,0,0,0,0,0,0,0
2025-11-09,SMS,1762005,1762005,844855,844855,0,0,0,0,0,0,0,0,0,0,844855,0,0,1565000,0,0,0,0,63550,133455,0,838941.02,0,0,0,5913.98,0,0,0,0,0,0,0,0,1762005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-09,MKG,2395350,2395350,2508815,2508815,0,0,0,0,0,0,0,0,0,0,2508815,0,0,2090000,0,0,0,0,98500,206850,0,0,0,0,0,20775.26,0,0,0,28650,0,0,0,0,2366700,0,0,0,0,0,2488039.74,0,0,0,0,0,0,0,0,0,0
2025-11-09,LA.PIAZZA,30044190,30044190,33720680,33720680,0,0,0,0,0,0,0,0,0,0,33595680,125000,0,16767000,1595000,7277000,0,589000,1229900,2586290,0,0,0,0,0,274556.72,91487,0,0,45300,0,0,0,0,29748890,0,0,0,0,0,33354636.28,0,250000,0,0,0,0,0,0,0,0
2025-11-08,SMS,933655,933655,80850,80850,0,0,0,0,0,0,0,0,0,0,80850,0,0,849800,0,0,0,0,27050,56805,0,79759.03,0,0,0,1090.97,0,0,0,0,0,0,0,0,933655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-08,MKG,2508815,2508815,986295,986295,0,0,0,0,0,0,0,0,0,0,986295,0,0,2234000,0,0,0,0,88650,186165,0,0,0,0,0,8795.35,0,0,0,0,0,0,0,0,2508815,0,0,0,0,0,977499.65,0,0,0,0,0,0,0,0,0,0
2025-11-08,LA.PIAZZA,33813980,33813980,15573055,15573055,0,0,0,0,0,0,0,0,0,0,15573055,0,0,19551000,249000,8764303.03,0,783000,1433265.15,3033411.82,0,0,0,0,0,132743.36,0,0,0,64200,0,0,0,0,33595680,0,125000,0,0,29100,15440311.64,0,0,0,0,0,0,0,0,0,0
2025-11-07,SMS,80850,80850,248325,248325,0,0,0,0,0,0,0,0,0,0,248325,0,0,70000,0,0,0,0,3500,7350,0,246586.73,0,0,0,1738.27,0,0,0,0,0,0,0,0,80850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-07,MKG,992145,992145,361515,361515,0,0,0,0,0,0,0,0,0,0,361515,0,0,859000,0,0,0,0,42950,90195,0,0,0,0,0,2530.6,0,0,0,5850,0,0,0,0,986295,0,0,0,0,0,358984.4,0,0,0,0,0,0,0,0,0,0
2025-11-07,LA.PIAZZA,15725455,15725455,12383050,12383050,0,0,0,0,0,0,0,0,0,0,12383050,0,0,8091000,1178000,4374000,50000,94000,627950,1310505,0,0,0,0,0,128688.69,59540,0,0,85800,0,0,0,0,15573055,0,0,0,0,66600,12194821.31,0,0,0,0,0,0,0,0,0,0
2025-11-06,SMS,248325,248325,170940,170940,0,0,0,0,0,0,0,0,0,0,170940,0,0,215000,0,0,0,0,10750,22575,0,168076.86,0,0,0,2863.14,0,0,0,0,0,0,0,0,248325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-11-06,MKG,361515,361515,1669340,1669340,0,0,0,0,0,0,0,0,0,0,1669340,0,0,313000,0,0,0,0,15650,32865,0,0,0,0,0,21291.38,0,0,0,0,0,0,0,0,361515,0,0,0,0,0,1648048.62,0,0,0,0,0,0,0,0,0,0
2025-11-06,LA.PIAZZA,12666070,12666070,9984768,9984768,0,0,0,0,0,0,0,0,0,99330,9885438,0,0,6338000,0,4603000,0,60000,535950,1129120,0,0,0,0,0,101618.89,15180,0,0,114300,0,0,0,0,12383050,0,0,0,0,168720,9867969.11,0,0,0,0,0,0,0,0,0,0
