Nomor #,Tanggal Transaksi Keterangan,Tanggal Transaksi Jurnal,Store,Jenis Jurnal,Nilai,Keterangan
JV.2026.01.01216,6-Jan-2026,6-Jan-2026,MKG,Penjualan cafe,"682,090.00",Penjualan cafe strada MKG tanggal 6/01/2026
JV.2026.01.01135,6-Jan-2026,7-Jan-2026,MKG,Uang masuk,"682,090.00",Uang masuk penjualan cafe strada MKG tanggal 06/01/2026
JV.2026.01.01166,6-Jan-2026,6-Jan-2026,SMS,Penjualan cafe,"443,430.00",Penjualan cafe strada SMS tanggal 06/01/2026
JV.2026.01.01198,6-Jan-2026,7-Jan-2026,SMS,Uang masuk,"443,430.00",Uang masuk penjualan cafe strada SMS tanggal 06/01/2026
JV.2026.01.01217,7-Jan-2026,7-Jan-2026,MKG,Penjualan cafe,"963,270.00",Penjualan cafe strada MKG tanggal 7/01/2026
JV.2026.01.01136,7-Jan-2026,8-Jan-2026,MKG,Uang masuk,"963,270.00",Uang masuk penjualan cafe strada MKG tanggal 07/01/2026
JV.2026.01.01167,7-Jan-2026,7-Jan-2026,SMS,Penjualan cafe,"673,365.00",Penjualan cafe strada SMS tanggal 07/01/2026
JV.2026.01.01199,7-Jan-2026,8-Jan-2026,SMS,Uang masuk,"673,365.00",Uang masuk penjualan cafe strada SMS tanggal 07/01/2026
JV.2026.01.01218,8-Jan-2026,8-Jan-2026,MKG,Penjualan cafe,"883,730.00",Penjualan cafe strada MKG tanggal 8/01/2026
JV.2026.01.01137,8-Jan-2026,9-Jan-2026,MKG,Uang masuk,"883,730.00",Uang masuk penjualan cafe strada MKG tanggal 08/01/2026
JV.2026.01.01168,8-Jan-2026,8-Jan-2026,SMS,Penjualan cafe,"353,750.00",Penjualan cafe strada SMS tanggal 08/01/2026
JV.2026.01.01200,8-Jan-2026,9-Jan-2026,SMS,Uang masuk,"353,750.00",Uang masuk penjualan cafe strada SMS tanggal 08/01/2026
JV.2026.01.01219,9-Jan-2026,9-Jan-2026,MKG,Penjualan cafe,"688,380.00",Penjualan cafe strada MKG tanggal 9/01/2026
JV.2026.01.01138,9-Jan-2026,10-Jan-2026,MKG,Uang masuk,"688,380.00",Uang masuk penjualan cafe strada MKG tanggal 09/01/2026
JV.2026.01.01169,9-Jan-2026,9-Jan-2026,SMS,Penjualan cafe,"659,290.00",Penjualan cafe strada SMS tanggal 09/01/2026
JV.2026.01.01201,9-Jan-2026,10-Jan-2026,SMS,Uang masuk,"659,290.00",Uang masuk penjualan cafe strada SMS tanggal 09/01/2026
JV.2026.01.01220,10-Jan-2026,10-Jan-2026,MKG,Penjualan cafe,"2,044,895.00",Penjualan cafe strada MKG tanggal 10/01/2026
JV.2026.01.01139,10-Jan-2026,11-Jan-2026,MKG,Uang masuk,"2,044,895.00",Uang masuk penjualan cafe strada MKG tanggal 10/01/2026
JV.2026.01.01170,10-Jan-2026,10-Jan-2026,SMS,Penjualan cafe,"1,708,490.00",Penjualan cafe strada SMS tanggal 10/01/2026
JV.2026.01.01202,10-Jan-2026,11-Jan-2026,SMS,Uang masuk,"1,708,490.00",Uang masuk penjualan cafe strada SMS tanggal 10/01/2026
JV.2026.01.01221,11-Jan-2026,11-Jan-2026,MKG,Penjualan cafe,"2,290,520.00",Penjualan cafe strada MKG tanggal 11/01/2026
JV.2026.01.01140,11-Jan-2026,12-Jan-2026,MKG,Uang masuk,"2,190,520.00",Uang masuk penjualan cafe strada MKG tanggal 11/01/2026
JV.2026.01.01171,11-Jan-2026,11-Jan-2026,SMS,Penjualan cafe,"1,451,793.00",Penjualan cafe strada SMS tanggal 11/01/2026
JV.2026.01.01203,11-Jan-2026,12-Jan-2026,SMS,Uang masuk,"1,451,793.00",Uang masuk penjualan cafe strada SMS tanggal 11/01/2026
JV.2026.01.01222,12-Jan-2026,12-Jan-2026,MKG,Penjualan cafe,"1,542,000.00",Penjualan cafe strada MKG tanggal 12/01/2026
JV.2026.01.01141,12-Jan-2026,13-Jan-2026,MKG,Uang masuk,"1,521,000.00",Uang masuk penjualan cafe strada MKG tanggal 12/01/2026
JV.2026.01.01172,12-Jan-2026,12-Jan-2026,SMS,Penjualan cafe,"484,930.00",Penjualan cafe strada SMS tanggal 12/01/2026
JV.2026.01.01204,12-Jan-2026,13-Jan-2026,SMS,Uang masuk,"484,930.00",Uang masuk penjualan cafe strada SMS tanggal 12/01/2026
JV.2026.01.01223,13-Jan-2026,13-Jan-2026,MKG,Penjualan cafe,"950,050.00",Penjualan cafe strada MKG tanggal 13/01/2026
JV.2026.01.01142,13-Jan-2026,14-Jan-2026,MKG,Uang masuk,"950,050.00",Uang masuk penjualan cafe strada MKG tanggal 13/01/2026
JV.2026.01.01173,13-Jan-2026,13-Jan-2026,SMS,Penjualan cafe,"702,665.00",Penjualan cafe strada SMS tanggal 13/01/2026
JV.2026.01.01368,13-Jan-2026,14-Jan-2026,SMS,Uang masuk,"702,665.00",Uang masuk penjualan cafe strada SMS tanggal 13/01/2026
JV.2026.01.01224,14-Jan-2026,14-Jan-2026,MKG,Penjualan cafe,"965,855.00",Penjualan cafe strada MKG tanggal 14/01/2026
JV.2026.01.01143,14-Jan-2026,15-Jan-2026,MKG,Uang masuk,"965,855.00",Uang masuk penjualan cafe strada MKG tanggal 14/01/2026
JV.2026.01.01174,14-Jan-2026,14-Jan-2026,SMS,Penjualan cafe,"234,710.00",Penjualan cafe strada SMS tanggal 14/01/2026
JV.2026.01.01369,14-Jan-2026,15-Jan-2026,SMS,Uang masuk,"234,710.00",Uang masuk penjualan cafe strada SMS tanggal 14/01/2026
JV.2026.01.01225,15-Jan-2026,15-Jan-2026,MKG,Penjualan cafe,"620,235.00",Penjualan cafe strada MKG tanggal 15/01/2026
JV.2026.01.01144,15-Jan-2026,16-Jan-2026,MKG,Uang masuk,"620,235.00",Uang masuk penjualan cafe strada MKG tanggal 15/01/2026
JV.2026.01.01175,15-Jan-2026,15-Jan-2026,SMS,Penjualan cafe,"407,625.00",Penjualan cafe strada SMS tanggal 15/01/2026
JV.2026.01.01370,15-Jan-2026,16-Jan-2026,SMS,Uang masuk,"407,625.00",Uang masuk penjualan cafe strada SMS tanggal 15/01/2026
JV.2026.01.01226,16-Jan-2026,16-Jan-2026,MKG,Penjualan cafe,"2,051,070.00",Penjualan cafe strada MKG tanggal 16/01/2026
JV.2026.01.01145,16-Jan-2026,17-Jan-2026,MKG,Uang masuk,"2,051,430.00",Uang masuk penjualan cafe strada MKG tanggal 16/01/2026
JV.2026.01.01176,16-Jan-2026,16-Jan-2026,SMS,Penjualan cafe,"1,798,505.00",Penjualan cafe strada SMS tanggal 16/01/2026
JV.2026.01.01371,16-Jan-2026,17-Jan-2026,SMS,Uang masuk,"1,798,505.00",Uang masuk penjualan cafe strada SMS tanggal 16/01/2026
JV.2026.01.01227,17-Jan-2026,17-Jan-2026,MKG,Penjualan cafe,"1,623,930.00",Penjualan cafe strada MKG tanggal 17/01/2026
JV.2026.01.01146,17-Jan-2026,18-Jan-2026,MKG,Uang masuk,"1,623,930.00",Uang masuk penjualan cafe strada MKG tanggal 17/01/2026
JV.2026.01.01177,17-Jan-2026,17-Jan-2026,SMS,Penjualan cafe,"1,135,640.00",Penjualan cafe strada SMS tanggal 17/01/2026
JV.2026.01.01372,17-Jan-2026,18-Jan-2026,SMS,Uang masuk,"1,135,640.00",Uang masuk penjualan cafe strada SMS tanggal 17/01/2026
JV.2026.01.01228,18-Jan-2026,18-Jan-2026,MKG,Penjualan cafe,"684,430.00",Penjualan cafe strada MKG tanggal 18/01/2026
JV.2026.01.01147,18-Jan-2026,19-Jan-2026,MKG,Uang masuk,"626,680.00",Uang masuk penjualan cafe strada MKG tanggal 18/01/2026
JV.2026.01.01178,18-Jan-2026,18-Jan-2026,SMS,Penjualan cafe,"1,506,985.00",Penjualan cafe strada SMS tanggal 18/01/2026
JV.2026.01.01373,18-Jan-2026,19-Jan-2026,SMS,Uang masuk,"1,506,985.00",Uang masuk penjualan cafe strada SMS tanggal 18/01/2026
JV.2026.01.01229,19-Jan-2026,19-Jan-2026,MKG,Penjualan cafe,"329,175.00",Penjualan cafe strada MKG tanggal 19/01/2026
JV.2026.01.01148,19-Jan-2026,20-Jan-2026,MKG,Uang masuk,"329,175.00",Uang masuk penjualan cafe strada MKG tanggal 19/01/2026
JV.2026.01.01179,19-Jan-2026,19-Jan-2026,SMS,Penjualan cafe,"190,575.00",Penjualan cafe strada SMS tanggal 19/01/2026
JV.2026.01.01374,19-Jan-2026,20-Jan-2026,SMS,Uang masuk,"190,575.00",Uang masuk penjualan cafe strada SMS tanggal 19/01/2026
JV.2026.01.01230,20-Jan-2026,20-Jan-2026,MKG,Penjualan cafe,"622,545.00",Penjualan cafe strada MKG tanggal 20/01/2026
JV.2026.01.01149,20-Jan-2026,21-Jan-2026,MKG,Uang masuk,"622,545.00",Uang masuk penjualan cafe strada MKG tanggal 20/01/2026
JV.2026.01.01180,20-Jan-2026,20-Jan-2026,SMS,Penjualan cafe,"128,205.00",Penjualan cafe strada SMS tanggal 20/01/2026
JV.2026.01.01375,20-Jan-2026,21-Jan-2026,SMS,Uang masuk,"128,205.00",Uang masuk penjualan cafe strada SMS tanggal 20/01/2026
JV.2026.01.01231,21-Jan-2026,21-Jan-2026,MKG,Penjualan cafe,"889,350.00",Penjualan cafe strada MKG tanggal 21/01/2026
JV.2026.01.01150,21-Jan-2026,22-Jan-2026,MKG,Uang masuk,"880,350.00",Uang masuk penjualan cafe strada MKG tanggal 21/01/2026
JV.2026.01.01181,21-Jan-2026,21-Jan-2026,SMS,Penjualan cafe,"820,480.00",Penjualan cafe strada SMS tanggal 21/01/2026
JV.2026.01.01376,21-Jan-2026,22-Jan-2026,SMS,Uang masuk,"160,545.00",Uang masuk penjualan cafe strada SMS tanggal 21/01/2026
JV.2026.01.01232,22-Jan-2026,22-Jan-2026,MKG,Penjualan cafe,"1,085,530.00",Penjualan cafe strada MKG tanggal 22/01/2026
JV.2026.01.01151,22-Jan-2026,23-Jan-2026,MKG,Uang masuk,"1,085,530.00",Uang masuk penjualan cafe strada MKG tanggal 22/01/2026
JV.2026.01.01182,22-Jan-2026,22-Jan-2026,SMS,Penjualan cafe,"160,545.00",Penjualan cafe strada SMS tanggal 22/01/2026
JV.2026.01.01377,22-Jan-2026,23-Jan-2026,SMS,Uang masuk,"546,145.00",Uang masuk penjualan cafe strada SMS tanggal 22/01/2026
JV.2026.01.01233,23-Jan-2026,23-Jan-2026,MKG,Penjualan cafe,"443,430.00",Penjualan cafe strada MKG tanggal 23/01/2026
JV.2026.01.01152,23-Jan-2026,24-Jan-2026,MKG,Uang masuk,"443,430.00",Uang masuk penjualan cafe strada MKG tanggal 23/01/2026
JV.2026.01.01183,23-Jan-2026,23-Jan-2026,SMS,Penjualan cafe,"546,145.00",Penjualan cafe strada SMS tanggal 23/01/2026
JV.2026.01.01378,23-Jan-2026,24-Jan-2026,SMS,Uang masuk,"546,145.00",Uang masuk penjualan cafe strada SMS tanggal 23/01/2026
JV.2026.01.01234,24-Jan-2026,24-Jan-2026,MKG,Penjualan cafe,"2,482,250.00",Penjualan cafe strada MKG tanggal 24/01/2026
JV.2026.01.01153,24-Jan-2026,25-Jan-2026,MKG,Uang masuk,"2,395,850.00",Uang masuk penjualan cafe strada MKG tanggal 24/01/2026
JV.2026.01.01184,24-Jan-2026,24-Jan-2026,SMS,Penjualan cafe,"1,141,935.00",Penjualan cafe strada SMS tanggal 24/01/2026
JV.2026.01.01379,24-Jan-2026,25-Jan-2026,SMS,Uang masuk,"1,141,935.00",Uang masuk penjualan cafe strada SMS tanggal 24/01/2026
JV.2026.01.01235,25-Jan-2026,25-Jan-2026,MKG,Penjualan cafe,"2,022,345.00",Penjualan cafe strada MKG tanggal 25/01/2026
JV.2026.01.01154,25-Jan-2026,26-Jan-2026,MKG,Uang masuk,"2,022,345.00",Uang masuk penjualan cafe strada MKG tanggal 25/01/2026
JV.2026.01.01185,25-Jan-2026,25-Jan-2026,SMS,Penjualan cafe,"2,206,645.00",Penjualan cafe strada SMS tanggal 25/01/2026
JV.2026.01.01380,25-Jan-2026,26-Jan-2026,SMS,Uang masuk,"2,206,645.00",Uang masuk penjualan cafe strada SMS tanggal 25/01/2026
JV.2026.01.01236,26-Jan-2026,26-Jan-2026,MKG,Penjualan cafe,"490,875.00",Penjualan cafe strada MKG tanggal 26/01/2026
JV.2026.01.01155,26-Jan-2026,27-Jan-2026,MKG,Uang masuk,"490,875.00",Uang masuk penjualan cafe strada MKG tanggal 26/01/2026
JV.2026.01.01186,26-Jan-2026,26-Jan-2026,SMS,Penjualan cafe,"539,385.00",Penjualan cafe strada SMS tanggal 26/01/2026
JV.2026.01.01381,26-Jan-2026,27-Jan-2026,SMS,Uang masuk,"539,385.00",Uang masuk penjualan cafe strada SMS tanggal 26/01/2026
JV.2026.01.01237,27-Jan-2026,27-Jan-2026,MKG,Penjualan cafe,"762,620.00",Penjualan cafe strada MKG tanggal 27/01/2026
JV.2026.01.01156,27-Jan-2026,28-Jan-2026,MKG,Uang masuk,"762,620.00",Uang masuk penjualan cafe strada MKG tanggal 27/01/2026
JV.2026.01.01187,27-Jan-2026,27-Jan-2026,SMS,Penjualan cafe,"276,045.00",Penjualan cafe strada SMS tanggal 27/01/2026
JV.2026.01.01382,27-Jan-2026,28-Jan-2026,SMS,Uang masuk,"276,045.00",Uang masuk penjualan cafe strada SMS tanggal 27/01/2026
JV.2026.01.01238,28-Jan-2026,28-Jan-2026,MKG,Penjualan cafe,"888,550.00",Penjualan cafe strada MKG tanggal 28/01/2026
JV.2026.01.01157,28-Jan-2026,29-Jan-2026,MKG,Uang masuk,"872,350.00",Uang masuk penjualan cafe strada MKG tanggal 28/01/2026
JV.2026.01.01188,28-Jan-2026,28-Jan-2026,SMS,Penjualan cafe,"410,025.00",Penjualan cafe strada SMS tanggal 28/01/2026
JV.2026.01.01383,28-Jan-2026,29-Jan-2026,SMS,Uang masuk,"410,025.00",Uang masuk penjualan cafe strada SMS tanggal 28/01/2026
JV.2026.01.01239,29-Jan-2026,29-Jan-2026,MKG,Penjualan cafe,"874,335.00",Penjualan cafe strada MKG tanggal 29/01/2026
JV.2026.01.01158,29-Jan-2026,30-Jan-2026,MKG,Uang masuk,"874,335.00",Uang masuk penjualan cafe strada MKG tanggal 29/01/2026
JV.2026.01.01189,29-Jan-2026,29-Jan-2026,SMS,Penjualan cafe,"954,975.00",Penjualan cafe strada SMS tanggal 29/01/2026
JV.2026.01.01384,29-Jan-2026,30-Jan-2026,SMS,Uang masuk,"954,975.00",Uang masuk penjualan cafe strada SMS tanggal 29/01/2026
JV.2026.01.01240,30-Jan-2026,30-Jan-2026,MKG,Penjualan cafe,"1,002,540.00",Penjualan cafe strada MKG tanggal 30/01/2026
JV.2026.01.01159,30-Jan-2026,31-Jan-2026,MKG,Uang masuk,"991,140.00",Uang masuk penjualan cafe strada MKG tanggal 30/01/2026
JV.2026.01.01190,30-Jan-2026,30-Jan-2026,SMS,Penjualan cafe,"626,680.00",Penjualan cafe strada SMS tanggal 30/01/2026
JV.2026.01.01385,30-Jan-2026,31-Jan-2026,SMS,Uang masuk,"626,680.00",Uang masuk penjualan cafe strada SMS tanggal 30/01/2026
JV.2026.01.01241,31-Jan-2026,31-Jan-2026,MKG,Penjualan cafe,"2,084,775.00",Penjualan cafe strada MKG tanggal 31/01/2026
JV.2026.02.00441,31-Jan-2026,1-Feb-2026,MKG,Uang masuk,"2,206,050.00",Uang masuk penjualan cafe strada MKG tanggal 31/01/2026
JV.2026.01.01192,31-Jan-2026,1-Jan-2026,SMS,Uang masuk,"1,399,275.00",Uang masuk penjualan cafe strada SMS tanggal 31/01/2026
JV.2026.01.01191,31-Jan-2026,31-Jan-2026,SMS,Penjualan cafe,"1,842,420.00",Penjualan cafe strada SMS tanggal 31/01/2026
JV.2026.02.01230,31-Jan-2026,1-Feb-2026,SMS,Uang masuk,"1,694,580.00",Uang masuk penjualan cafe strada SMS tanggal 31/01/2026
JV.2026.02.00625,1-Feb-2026,1-Feb-2026,MKG,Penjualan cafe,"2,100,945.00",Penjualan cafe strada MKG tanggal 1/02/2026
JV.2026.02.00442,1-Feb-2026,2-Feb-2026,MKG,Uang masuk,"822,360.00",Uang masuk penjualan cafe strada MKG tanggal 01/02/2026
JV.2026.02.00568,1-Feb-2026,1-Feb-2026,SMS,Penjualan cafe,"1,860,295.00",Penjualan cafe strada SMS tanggal 1/02/2026
JV.2026.02.01231,1-Feb-2026,2-Feb-2026,SMS,Uang masuk,"2,008,135.00",Uang masuk penjualan cafe strada SMS tanggal 01/02/2026
JV.2026.02.00627,2-Feb-2026,2-Feb-2026,MKG,Penjualan cafe,"822,360.00",Penjualan cafe strada MKG tanggal 2/02/2026
JV.2026.02.00443,2-Feb-2026,3-Feb-2026,MKG,Uang masuk,"980,870.00",Uang masuk penjualan cafe strada MKG tanggal 02/02/2026
JV.2026.02.00569,2-Feb-2026,2-Feb-2026,SMS,Penjualan cafe,"330,240.00",Penjualan cafe strada SMS tanggal 2/02/2026
JV.2026.02.01232,2-Feb-2026,3-Feb-2026,SMS,Uang masuk,"330,240.00",Uang masuk penjualan cafe strada SMS tanggal 02/02/2026
JV.2026.02.00629,3-Feb-2026,3-Feb-2026,MKG,Penjualan cafe,"980,870.00",Penjualan cafe strada MKG tanggal 3/02/2026
JV.2026.02.00578,3-Feb-2026,3-Feb-2026,SMS,Penjualan cafe,"234,465.00",Penjualan cafe strada SMS tanggal 3/02/2026
JV.2026.02.01233,3-Feb-2026,4-Feb-2026,SMS,Uang masuk,"234,465.00",Uang masuk penjualan cafe strada SMS tanggal 03/02/2026
JV.2026.02.00631,4-Feb-2026,4-Feb-2026,MKG,Penjualan cafe,"527,835.00",Penjualan cafe strada MKG tanggal 4/02/2026
JV.2026.02.00444,4-Feb-2026,5-Feb-2026,MKG,Uang masuk,"527,835.00",Uang masuk penjualan cafe strada MKG tanggal 04/02/2026
JV.2026.02.01732,4-Feb-2026,4-Feb-2026,SMB,Penjualan cafe,"23,931,020.00",Penjualan cafe strada SMB tanggal 04/02/2026
JV.2026.02.01733,4-Feb-2026,5-Feb-2026,SMB,Uang masuk,"23,819,656.00",Uang masuk penjualan cafe strada SMB tanggal 04/02/2026
JV.2026.02.00579,4-Feb-2026,4-Feb-2026,SMS,Penjualan cafe,"468,020.00",Penjualan cafe strada SMS tanggal 4/02/2026
JV.2026.02.01234,4-Feb-2026,5-Feb-2026,SMS,Uang masuk,"468,020.00",Uang masuk penjualan cafe strada SMS tanggal 04/02/2026
JV.2026.02.00632,5-Feb-2026,5-Feb-2026,MKG,Penjualan cafe,"1,187,340.00",Penjualan cafe strada MKG tanggal 5/02/2026
JV.2026.02.00445,5-Feb-2026,6-Feb-2026,MKG,Uang masuk,"1,227,765.00",Uang masuk penjualan cafe strada MKG tanggal 05/02/2026
JV.2026.02.00580,5-Feb-2026,5-Feb-2026,SMS,Penjualan cafe,"552,090.00",Penjualan cafe strada SMS tanggal 5/02/2026
JV.2026.02.01235,5-Feb-2026,6-Feb-2026,SMS,Uang masuk,"552,090.00",Uang masuk penjualan cafe strada SMS tanggal 05/02/2026
JV.2026.02.00633,6-Feb-2026,6-Feb-2026,MKG,Penjualan cafe,"1,210,050.00",Penjualan cafe strada MKG tanggal 6/02/2026
JV.2026.02.00446,6-Feb-2026,7-Feb-2026,MKG,Uang masuk,"1,192,800.00",Uang masuk penjualan cafe strada MKG tanggal 06/02/2026
JV.2026.02.00581,6-Feb-2026,6-Feb-2026,SMS,Penjualan cafe,"377,685.00",Penjualan cafe strada SMS tanggal 6/02/2026
JV.2026.02.01236,6-Feb-2026,7-Feb-2026,SMS,Uang masuk,"377,685.00",Uang masuk penjualan cafe strada SMS tanggal 06/02/2026
JV.2026.02.00635,7-Feb-2026,7-Feb-2026,MKG,Penjualan cafe,"2,695,255.00",Penjualan cafe strada MKG tanggal 7/02/2026
JV.2026.02.00447,7-Feb-2026,8-Feb-2026,MKG,Uang masuk,"2,695,255.00",Uang masuk penjualan cafe strada MKG tanggal 07/02/2026
JV.2026.02.00583,7-Feb-2026,7-Feb-2026,SMS,Penjualan cafe,"1,609,375.00",Penjualan cafe strada SMS tanggal 7/02/2026
JV.2026.02.01237,7-Feb-2026,8-Feb-2026,SMS,Uang masuk,"1,609,375.00",Uang masuk penjualan cafe strada SMS tanggal 07/02/2026
JV.2026.02.00636,8-Feb-2026,8-Feb-2026,MKG,Penjualan cafe,"3,634,615.00",Penjualan cafe strada MKG tanggal 8/02/2026
JV.2026.02.00448,8-Feb-2026,9-Feb-2026,MKG,Uang masuk,"3,634,615.00",Uang masuk penjualan cafe strada MKG tanggal 08/02/2026
